id,cfTitle,cfAbstr,keywords,keyword_clean,lang
24385313,TPASCAL - A Language for Task Parallel Programming,The programming language TPascal is designed for the programming of MIMD computers with distributed memory in a task parallel way using explicit message passing. In contrast to traditional message passing libraries major problems like deadlocks are already avoided in the definition of the language. The message passing and the creation of processes is fully integrated into the language making compile time checking and optimization possible. TPascal enriches a sequential programming language similar to PASCAL with the concept of topologies which are sets of processes arranged in a specific way.,,"['Algorithm Selection', ' Black-Box Optimization', ' Exploratory Landscape Analysis', ' Machine Learning', ' Single-Objective Optimization', ' Travelling Salesperson Problem', ' Funnel Detection']",en
24385394,Translation by Instantiation: Integrating Functional Features into an Imperative Language,,,"['Schadenstoleranzkonzept, Leichtbaustruktur, Bemessungskonzept, Kleinserienfertigung, Lebensdauerbeeinflussung']",en
24385473, Efficient High-Level Parallel Programming ,"Algorithmic skeletons are polymorphic higher-order functions that represent common parallelization patterns and that are implemented in parallel. They can be used as the building blocks of parallel and distributed applications by embedding them into a sequential language. In this paper, we present a new approach to programming with skeletons. We integrate the skeletons into an imperative host language enhanced with higher-order functions and currying, as well as with a polymorphic type system. We thus obtain a high-level programming language, which can be implemented very efficiently. We then present a compile-time technique for the implementation of the functional features which has an important positive impact on the efficiency of the language. After describing a series of skeletons which work with distributed arrays, we give two examples of parallel algorithms implemented in our language, namely matrix multiplication and Gaussian elimination. Run-time measurements for these and other applications show that we approach the efficiency of message-passing C up to a factor between 1 and 1.5. © 1998 - Elsevier Science B.V. All rights reserved.","['Algorithmic skeletons', 'Distributed arrays', 'Efficient implementation of functional features', 'High-level parallel programming']",,en
24385553,A Skeleton Library ,"Today, parallel programming is dominated by message passing libraries such as MPI. Algorithmic skeletons intend to simplify parallel programming by increasing the expressive power. The idea is to offer typical parallel programming patterns as polymorphic higher-order functions which are efficiently implemented in parallel. The approach presented here integrates the main features of existing skeleton systems. Moreover, it does not come along with a new programming language or language extension, which parallel programmers may hesitate to learn, but it is offered in form of a library, which can easily be used by e.g. C and C++ programmers. A major technical difficulty is to simulate the main requirements for a skeleton implementation, namely higher-order functions, partial applications, and polymorphism as efficiently as possible in an imperative programming language. Experimental results based on a draft implementation of the suggested skeleton library show that this can be achieved without a significant performance penalty.",,"['Domain-Specific Language, Language Composition, Modularization, Xtext']",en
24385629,A Skeleton Library,"Today, parallel programming is dominated by message passing libraries such as MPI. Algorithmic skeletons intend to simplify parallel programming by increasing the expressive power. The idea is to offer typical parallel programming patterns as polymorphic higher-order functions which are efficiently implemented in parallel. The approach presented here integrates the main features of existing skeleton systems. Moreover, it does not come along with a new programming language or language extension, which parallel programmers may hesitate to learn, but it is offered in form of a library, which can easily be used by e.g. C and C++ programmers. A major technical difficulty is to simulate the main requirements for a skeleton implementation, namely higher-order functions, partial applications, and polymorphism as efficiently as possible in an imperative programming language. Experimental results based on a draft implementation of the suggested skeleton library show that this can be achieved without a significant performance penalty.",,"['Supply Chain Management', ' Supply Chain Design', ' Local Content Requirements', ' Uncertainty']",en
24385710,Higher-Order Functions and Partial Applications for a C++ Skeleton Library,"Message passing based on libraries such as MPI is typically used to program parallel machines with distributed memory. This is efficient but error prone. Algorithmic skeletons intend to simplify parallel programming by increasing the expressive power. The idea is to offer typical parallel programming patterns as polymorphic higher-order functions which are efficiently implemented in parallel. The present paper describes, how C++ templates and operator overloading can be used in order to provide the main features needed for algorithmic skeletons, namely higher-order functions, partial applications, and parametric polymorphism. Experimental results based on a draft implementation of our C++ skeleton library show that the higher expressive power can be gained without a significant performance penalty.",,,en
24385785,Optimizing Sequences of Skeleton Calls,"Today, parallel programming is dominated by message passing libraries such as MPI. Algorithmic skeletons intend to simplify parallel programming by their expressive power. The idea is to offer typical parallel programming patterns as polymorphic higher-order functions which are efficiently implemented in parallel. Skeletons can be understood as a domain-specific language for parallel programming. In this chapter, we describe a set of data parallel skeletons in detail and investigate the potential of optimizing sequences of these skeletons by replacing them by more efficient sequences. Experimental results based on a draft implementation of our skeleton library are shown.",,,en
24385864,Scalable Farms,,,"['cloud-based technology, preparedness, response, usage perception']",en
24385942,Algorithmic Skeletons for Branch & Bound,"Algorithmic skeletons are predefined components for parallel programming. We will present a skeleton for branch & bound problems for MIMD machines with distributed memory. This skeleton is based on a distributed work pool. We discuss two variants, one with supply-driven work distribution and one with demanddriven work distribution. This approach is compared to a simple branch & bound skeleton with a centralized work pool, which has been used in a previous version of our skeleton library Muesli. Based on experimental results for two example applications, namely the n-puzzle and the traveling salesman problem, we show that the distributed work pool is clearly better and enables good runtimes and in particular scalability. Moreover, we discuss some implementation aspects such as termination detection as well as overlapping computation and communication.","['Algorithmic skeletons', 'Branch &amp; bound', 'Load distribution', 'Parallel computing', 'Termination detection']",,en
24386021,Skeletons for Divide and Conquer Algorithms,,,"['Emerging Topics in Electronic Government', ' Australia', ' comparative Analysis', ' competences', ' higher education', ' Germany']",en
24386097, Task Parallel Skeletons for Divide and Conquer,,,"['Beacons', ' IoT', ' classification', ' indoor applications', ' navigation devices', ' location-based services', ' location-based technologies', ' wireless technologies']",en
24386173,Optimizing Skeletal Stream Processing for Divide and Conquer,"Algorithmic skeletons intend to simplify parallel programming by providing recurring forms of program structure as predefined components. We present a new distributed task parallel skeleton for a very general class of divide and conquer algorithms for MIMD machines with distributed memory. Our approach combines skeletal internal task parallelism with stream parallelism. This approach is compared to alternative topologies for a task parallel divide and conquer skeleton with respect to their aptitude of solving streams of divide and conquer problems. Based on experimental results for matrix chain multiplication problems, we show that our new approach enables a better processor load and memory utilization of the engaged solvers, and reduces communication costs.","['Algorithmic skeletons', 'Divide &amp; conquer', 'Parallel computing']","['Social Bots', ' Big Data']",en
24386251,The Münster Skeleton Library Muesli - A Comprehensive Overview,,,"['Cyber risk management', ' information sharing', ' policy', ' game-theory']",en
24386334,Enhancing Muesli's Data Parallel Skeletons for Multi-Core Computer Architectures,,,,en
24386409,Interorganizational Information Management – Pharmacies as Emerging Information Hubs,,,,
24386483,Electronic Travel Markets: Elusive Effects on Consumers’ Search Behaviour,,,,
24386556,Barriers to Online Booking of Scheduled Airline Tickets,"In the early years of e-Commerce, the tourism sector had high expectations for online booking. All the major airlines invested huge sums of money, not only to make booking features available, but also to integrate them into attractive, easy-to-use Web offerings. Nevertheless, even after years of investment and improvements, the booking ratio for all but the no-frills airlines is still disappointing. This paper discusses reasons for the slow adoption of online booking. Online booking systems are analyzed as consumer information environments for scheduled airline tickets. The analyses are based on two experiments conducted in 1999 and 2002 respectively. The negative effects of the underlying market structure and the product complexity in the adoption of online booking is also discussed.","['Acceptance of online booking', 'Consumer search', 'Electronic commerce', 'Price dispersion', 'Tourism', 'Uncertainty', 'Usability']",,
24386629,Aufbau und Durchsetzung von Web Services für den branchenweiten Geschäftsdatenaustausch,,,,
24386705,One size fits all? The dialectics of convergence and divergence in Electronic Commerce,,,,
24386778,Neue Kommunikationskonzepte für den europäischen Logistikverbund - Teil II,,,"['Information portals', ' data warehousing', ' content management', ' management decision support', ' requirements definition', ' method engineering', ' meta-modeling', ' meta-data integration']",
24386856,A Simulation-based Method For The Design Of Supply Strategies To Enter Developing Markets,"Discrete event simulation is widely applied to support strategic decisions in supply chain design. However, reliable simulation results require highly detailed and precise input data. In many cases, it is costly or even not feasible to gather the required data for the simulation due to the complexity of the situation to be assessed. Furthermore, not all strategically relevant aspects can be considered within a discrete-event simulation of a supply chain. In management science, typologies are commonly being used to support structured and consistent decision making in complex situations. In this paper, we introduce a method that integrates a typology into discrete-event simulation to select appropriate international supply strategies for emerging markets, a field with a high business impact. © 2009 Inderscience Enterprises Ltd.","['Discrete-event simulation', 'Emerging markets', 'Global supply strategies', 'Simulation-based method', 'Supply chain design']",,
41373216,A process-oriented modeling approach for graphical development of mobile business apps,"Mobile app development is an activity predominantly performed by software developers. Domain experts and future users are merely considered in early development phases as source of requirements or consulted for evaluating the resulting product. In the domain of business apps, many cross-platform programming frameworks exist but approaches also targeted at non-technical users are rare. Existing graphical notations for describing apps either lack the simplicity to be understandable by domain experts or are not expressive enough to support automated processing. The MAML framework is proposed as model-driven approach for describing mobile apps in a platform-agnostic fashion not only for software developers but also for process modelers and domain experts. Data, views, business logic, and user interactions are jointly modeled from a process perspective using a graphical domain-specific language. To aggregate multiple use cases and provide advanced modeling support, an inference mechanism is utilized to deduce a global data model. Through model transformations, native apps are then automatically generated for multiple platforms without manual programming. Our approach is compared to the IFML notation in an observational study, with promising results regarding readability and usability.","['Business app', 'Data model inference', 'Graphical DSL', 'Mobile application', 'Model-driven software development']",,en
41373666,Automated and Feature-Based Problem Characterization and Algorithm Selection Through Machine Learning,"Nowadays, numerous real-world workflows become more and more formalized and structured. One of the advantages of such formal processes is their accessibility for optimization. Even problems without an exact mathematical representation, i.e., so-called black-box problems, can be optimized. Unfortunately, people tend to make rather poor decisions when optimizing problems: most of the decisions are either based on numerous trial-and-error experiments or on ""gut-decisions"". Instead of these manual approaches, one could make use of computational power and execute an optimization algorithm. However, the plethora of optimizers leaves the user with the task of making a sophisticated guess on which of the available algorithms is best for the application at hand. Within this cumulative dissertation, a set of automatically computable features, which extracts information on the global structure of continuous optimization problems, as well as experimental studies, showing the benefits of automated and feature-based algorithm selection, are presented.",Algorithm Selection; Black-Box Optimization; Exploratory Landscape Analysis; Machine Learning; Single-Objective Optimization; Travelling Salesperson Problem; Funnel Detection,"['Business Process Mining, Incompleteness, Service-Orientation']",en
41391457,Medizintechnische Anwendungen der additiven Fertigung,<html />,"['Schadenstoleranzkonzept', 'Leichtbaustruktur', 'Bemessungskonzept', 'Kleinserienfertigung', 'Lebensdauerbeeinflussung']","['Service Science Management and Engineering', ' Conceptual modeling grammar', ' Service productivity', ' Meta modeling', ' Ontology']",de
41391772,Thermal Ageing of Polyamide 12 used for Polymer Laser Sintering - Influence on Part Quality Characteristics,<html />,,"['Construction', ' Productivity Models', ' Service Science', ' Facility Management']",en
41398740,Challenges and Opportunities of Modularizing Textual Domain-Specific Languages,"Over time, domain-specific languages (DSL) tend to grow beyond the initial scope in order to provide new features. In addition, many fundamental language concepts are reimplemented over and over again. This raises questions regarding opportunities of DSL modularization for improving software quality and fostering language reuse - similar to challenges traditional programming languages face but further complicated by the surrounding editing infrastructure and model transformations. Mature frameworks for developing textual DSLs such as Xtext provide a wealth of features but have only recently considered support for language composition. We therefore perform a case study on a large-scale DSL for model-driven development of mobile applications called MD&sup2;, and review the current state of DSL composition techniques. Subsequently, challenges and advantages of modularizing MD&sup2; are discussed and generalized recommendations are provided.","['Domain-Specific Language', 'Language Composition', 'Modularization', 'Xtext']",,en
41410973,Global Production Network Design with Local Content Requirements under Demand and Exchange Rate Uncertainty,"Building flexible production networks is crucial in a volatile business environment. Local content requirements influence network structure, capacity investments and needed flexibility. This paper proposes a stochastic programming model for the design of global production networks with local content requirements under demand and exchange rate uncertainty.",Supply Chain Management; Supply Chain Design; Local Content Requirements; Uncertainty,"['Controlling', ' Handel', ' Couponing', ' Marketing-Mix', ' Data Warehouse', ' Datenmodellierung', ' Informationsgewinnung']",en
41418917,"Computational Collective Intelligence - Proc. 9th International Conference ICCCI, Nicosia, Cyprus, September 2017, Part 2",,,,en
41418995,"Computational Collective Intelligence - Proc. 9th International Conference ICCCI, Nicosia, Cyprus, September 2017, Part 1",,,,en
41419151,Assessing the Perceived Value of Cloud-based Technologies in Natural Disasters: The Case of New Zealand Emergency Management,"In response to a lack of existing theory explaining the possible association between cloud-based technology (C-BT) deployment and emergency management, this paper explores the perceived value C-BT can provide within the emergency management sector, with a specific focus on natural events. The research utilised multiple data sources including semi-structured interviews, a focus group, and observations to achieve triangulated findings. The adoption of grounded theory analysis has resulted in the identification of key elements influencing the perception of C-BT deployment in natural events. Findings indicate that organizational readiness, coordination, individual perception, individual readiness, C-BT characteristics, and non C-BT redundancy constitute the key dimensional elements influencing the perceived C-BT usage in natural events. The findings serve as a knowledge base for emergency professionals in both New Zealand and other countries that are also coping with frequent natural disasters to enhance their organisational and individual readiness in C-BT usage in natural events, leading to more effective emergency management performance.","['cloud-based technology', 'preparedness', 'response', 'usage perception']",,en
41431639,Developing Sharing Economy Services - Artifacts for Peer-to-Peer Sharing and Collaborative Consumption Services,,,"['Handel', ' Controlling', ' Reporting']",en
41446085,Can we Learn from Down Under How to Rise Up in E-Government? A Comparative Analysis of the Public Sector Competences in the German and Australian Higher Education Systems,"Australia has been voted world&rsquo;s second in the last two United Nations e-government surveys 2014 and 2016, despite the acknowledged difficulties that arise in terms of implementation because of its federal structure. Germany, having a similar federal structure, in contrast, only ranks 15th. The study at hand aims at eliciting, if this development can be ascribed to the higher public administration and e-government education landscape. By means of a content analysis, we examined 126 higher education study programmes with a link to the public sector in Australia and compared them to a similar study in Germany from the year 2015. Results show that there are indeed differences with respect to the delivered contents and the respective competences in Australia that might contribute to the different e-government development in the two countries: Higher levels of socio-technical courses and a more contextualised programme delivery in general are two of the main findings.",Emerging Topics in Electronic Government; Australia; comparative Analysis; competences; higher education; Germany,"['Collaboration, Design Science, Knowledge Management, Research Communities, Research Portal']",en
41453016,A Classification Framework for Beacon Applications,"Beacons have received considerable attention in recent years, which is partially due to the fact that they serve as a flexible and versatile replacement for RFIDs in many applications. However, beacons are mostly considered from a purely technical perspective. This paper provides a conceptual view on application scenarios for beacons and introduces a novel framework for characterizing these. The framework consists of four dimensions: device movement, action trigger, purpose type, and connectivity requirements. Based on these, three archetypical scenarios are described. Finally, event-condition-action rules and online algorithms are used to formalize the backend of a beacon architecture.",Beacons; IoT; classification; indoor applications; navigation devices; location-based services; location-based technologies; wireless technologies,,en
41475868,Social Bots: Human-Like by Means of Human Control?,"Social bots are currently regarded an influential but also somewhat mysterious factor in public discourse and opinion making. They are considered to be capable of massively distributing propaganda in social and online media, and their application is even suspected to be partly responsible for recent election results. Astonishingly, the term social bot is not well defined and different scientific disciplines use divergent definitions. This work starts with a balanced definition attempt, before providing an overview of how social bots actually work (taking the example of Twitter) and what their current technical limitations are. Despite recent research progress in Deep Learning and Big Data, there are many activities bots cannot handle well. We then discuss how bot capabilities can be extended and controlled by integrating humans into the process and reason that this is currently the most promising way to realize meaningful interactions with other humans. This finally leads to the conclusion that hybridization is a challenge for current detection mechanisms and has to be handled with more sophisticated approaches to identify political propaganda distributed with social bots.",Social Bots; Big Data,,en
41476297,Cyber Risk Information Sharing with Authorities,"Cyber risk management largely reduces to a race for information between attackers and defenders of ICT systems. Defenders can gain advantage in this race by sharing cyber risk information with each other. Yet, defenders often exchange less information than is socially desirable, as their decisions are guided by selfish reasons. This can motivate regulators to enact laws mandating defenders' information exchange. In particular in Europe, many laws oblige defenders' information sharing with authorities, who in turn can advise others to strengthen the overall defense in the economy. This dissertation sheds first light into the economics of cyber risk information sharing with authorities.",Cyber risk management; information sharing; policy; game-theory,,en
4479728,Nutzung von Referenzmodellen für die Einführung von Workflowmanagement am Beispiel der Produktionsplanung und -steuerung,,,,de
4480080,Scorecard-based Process Controlling - Linking Business Objectives to Workflow Execution,,,,
4480147,Unternehmenssoftwareeinführung: Eine strategische Entscheidung,,,,
4480214,Vergleich von integrierten In-Store Couponing-Ausgabeverfahren,,,,
4480281,"Forschungsmethodik einer Integrationsdisziplin - Eine Fortführung und Ergänzung zu Lutz Heinrichs ""Beitrag zur Geschichte der Wirtschaftsinformatik"" aus gestaltungsorientierter Perspektive",,,"['Social Media', ' Web 2.0', ' Mitarbeiterbeurteilung']",de
4480353,CIM und Logistik,,,,de
4480422,Requirements Definition for Enterprise Information Portals,"Rational and funded management decisions require both quantitative and qualitative information from internal and external resources. New information system architectures like enterprise information portals provide a personalized single gateway to quantitative information, which is mainly provided by data warehouse and OLAP systems for analysis purposes, as well as to qualitative information, which can be administered by content management systems. As the engineering of enterprise information portals meeting managers&rsquo; special information needs is a complex process, there is a need for suitable approaches to support in particular the requirements definition.<br /> While graphical models like ER models, flow-chart-diagrams etc. are wide spread and accepted by executives as well as system developers for system requirements specification, an adequate modeling language for the domain of enterprise information portals is missing. This contribution proposes such a modeling language. Its specification is formalized in terms of a model: a meta-model. Therefore, we fall back on another approach for requirements specification of Management Information Systems, extending and adapting this for EIP&rsquo;s special requirements.",Information portals; data warehousing; content management; management decision support; requirements definition; method engineering; meta-modeling; meta-data integration,,en
4480559,Strategie zur Entwicklung eines CIM-Systems,,,,de
4480700,Kreativität braucht Struktur - Geschäftsprozessmanagement von kreativitätsintensiven Prozessen,,,"['Business Process Management', ' E-Government', ' Information Modelling', ' Process', ' Building Blocks', ' Public Administration', ' Process Landscape']",de
4480839,Business Process Mining for Collaborative Service-Oriented Systems – “Duality” of Process Representations and the Need for Statistical Treatment,"Service-oriented systems are deployed by companies to support busi-ness processes, especially in inter-organizational collaborative settings. Process mining provides techniques to visualize and understand the emergent behavior in such systems based on data, as compared to what employees believe it is like. In highly unstructured settings however, these techniques have to deal with in-complete data, which still is a demanding challenge. In order to address it, we propose an alternative ""dual"" interpretation of mining results and outline the theoretical basis upon which process mining techniques could be extended and modified to deliver such results.","['Business Process Mining', 'Incompleteness', 'Service-Orientation']",,en
4480907,"On the Ontological Expressiveness of Conceptual Modeling Grammars for Service
Productivity Management","Conceptualizing, analyzing, and optimizing service productivity is imperative to build up and to sustain competitive advantage in today&rsquo;s global service economy. However, service productivity is yet to be thoroughly conceptualized and supported by IT artifacts so as to design, compute, and interpret meaningful productivity models. The purpose of this study is to evaluate the ontological expressiveness of conceptual modeling grammars for service productivity management. Due to a lack of a complete ontology for service productivity management, we compile evaluation criteria by reviewing authoritative theory. Against these criteria, a selection of conceptual modeling grammars is analyzed by reviewing the grammars&rsquo; meta models for completeness. The analysis contributes two major insights. First, theory in productivity management appears equivocal and is too unspecific to guide the design of IT artifacts. Second, conceptual modeling grammars are subject to various ontological deficiencies with respect to service productivity management. Two core implications are identified. First, service productivity theories need to be refined as design theories in order to comprehensively inform the design of IT artifacts. Second, conceptual modeling grammars must be extended and aligned with each other.",Service Science Management and Engineering; Conceptual modeling grammar; Service productivity; Meta modeling; Ontology,"['Business process management, Creativity, Risk, Risk management']",en
4480975,Construction of Productivity Models: A Tool Supported Approach in the Area of Facility Management,"Productivity models specify input and output factors to inform productivity analyses. Current research and business practice face the challenge of developing a wide range of different productivity models. These models were created simultaneously but isolated from each other. Thus several practices of productivity model construction have emerged. This paper presents a unifying modelling language that lists and interrelates the essential constructs pertinent to productivity models. Ultimately it was transferred into practice by employing a software tool. The application was conducted in the area of facility management, supporting two different approaches of productivity benchmarking. Facility management features a huge diversity of offered services and bundles. Thus, facility managers cope with various definitions of productivity that are then modelled with our approach.",Construction; Productivity Models; Service Science; Facility Management,,en
4481112,Paralleles Modell einer Produktionsplanung und -steuerung für kleine und mittelständische Auftragsfertiger (PAMOPPS) - Fachkonzept und Implementierung,,,,de
4481184,Handelscontrolling. Informationsgewinnung am Beispiel des Couponings,Die Informationsgewinnung durch integriertes Controllinggewinnt in Handelsunternehmen zunehmend an Bedeutung. Anhand des MarketinginstrumentesCouponing wird in diesem Beitrag die Bedeutung von Datenspeicherungund Informationsauswertung f&uuml;r verschiedene Anspruchsgruppenverdeutlicht. Es werden M&ouml;glichkeiten zur kurz- und langfristigen Speicherungvon Daten und Informationen von Couponing-Aktionen aufgezeigt und ein zutraditionellen Ans&auml;tzen alternatives Data Warehouse-Konzept vorgestellt.,Controlling; Handel; Couponing; Marketing-Mix; Data Warehouse; Datenmodellierung; Informationsgewinnung,,de
4481255,Konstruktionsbegleitende Kalkulation als CIM-Baustein,,,,
4481325,Konzeption und Spezifikation von E-Learning Prozessmodellen,,,,
4481391,Epistemological Perspectives on Design Science in Information Systems Research,,,,
4481457,Handelscontrolling,"Zukunftsweisende Strategien und Konzepte f&uuml;r den HandelNamhafte Wissenschaftler und Berater sowie hochkar&auml;tige Vertreter der Unternehmenspraxis beleuchten in 46 Beitr&auml;gen die wesentlichen Entwicklungstendenzen im Handel - vorrangig im Einzelhandel - aus einer internationalen Perspektive und nehmen Stellung zu Erscheinungsformen, Rahmenbedingungen, Einflussfaktoren, nationalen und regionalen Strukturen und Besonderheiten, strategischen Sto&szlig;richtungen und Konzepten, Betriebs- und Vertriebstypen, Handelsmarketing, Beschaffungs- und Supply-Chain-Management, Corporate Management sowie Handel und Innenstadt.",Handel; Controlling; Reporting,"['Banking sector, Business process modeling language, Design science research, PICTURE']",de
4481528,Supporting Knowledge Management and Collaboration in Research Communities Using Automatically Created Research Portals,"Research portals have been proposed as a means of managing knowledge and fostering collaboration inresearch communities. However, implementing and maintaining a research portal is costly and involves alot of technical knowledge. The purpose of this paper is to introduce a research portal generator designed toautomatically create such portals. The generator provides a configurable set of knowledge management andcollaboration features. The purpose of the generator is to ease the process of setting up and using a researchportal. The paper contributes to promoting research portals as a means of sharing knowledge and facilitatingcollaboration in research communities. Following a design science research process, the authors deriveobjectives for a research portal generator, iteratively implement these objectives, and evaluate the functionalityof the created portals against the current state of the art of 813 research portals. They demonstrate thatportals created by the generator exhibit a consistently higher level of maturity than research portals currentlypresent on the Internet.","['Collaboration', 'Design Science', 'Knowledge Management', 'Research Communities', 'Research Portal']",,en
4481596,Towards Auto-Suggested Process Modeling – Prototypical Development of an Auto-Suggest Component for Process Modeling Tools,"Companies have accepted process modeling as a powerful instrument for business reorganization, requirements specification in software development, knowledge management and other activities. Huge amounts of processes are being modeled in organizations nowadays. However, the re-use of existing process knowledge in order to simplify the modeling process has not yet been thoroughly studied and applied. We propose an auto-suggest component for process modeling tools, which, based on existing process knowledge, &ldquo;auto-suggests&rdquo; the process model elements step-by-step, thus saving the modeler time and effort.",,,en
4481664,Process Management (Менеджмент процессов),,,,other
4481734,Modellierung und Konfiguration elektronischer Geschäftsdokumente mit dem H2-Toolset,,,,de
4481803,Fachkonzeptionelle Modellierung und Analyse web-basierter Informationssysteme mit der MW-KiD Modellierungstechnik am Beispiel von ASInfo,,,"['Demography, Depopulation, E-government, E-inclusion, Elderly, Societal aging']",de
4481872,Methodische und technische Integration von Daten- und Prozessmodellierungstechniken für Zwecke der Informationsbedarfsanalyse,,,,de
4481941,Konstruktion von Methodiken: Vorschläge für eine begriffliche Grundlegung und domänenspezifische Anwendungsbeispiele,,,"['Business Process Management', ' PropelleR', ' Russia', ' German-Russian Year of Science 2011/2012']",de
4482148,"Referenz-Informationsmodelle für den Handel. Begriff, Nutzen und Empfehlungen für die Gestaltung und unternehmensspezifische Adaption von Referenzmodellen",,,"['Regulation', ' Data Warehouse', ' Requirements Engineering', ' Compliance']",de
4482220,Bewertungsmechanismen zur beruflichen Weiterqualifizierung in sozialen Web 2.0-Netzwerken,"Mitarbeiterbeurteilungen sind eine wichtige Voraussetzung für die Weiterqualifizierung und Beförderung von Mitarbeitern. Identifizierte Stärken können durch diese bewusst für ihre berufliche Karriere eingesetzt, ihre fachlichen oder persönlichen Defizite (Hard- und Soft-Skills) durch Weiterbildung kompensiert werden. Eine umfassende Bewertung der beruflichen Leistungen und Fähigkeiten im Rahmen von sozialen Netzwerken des Web 2.0 existiert bislang noch nicht, obwohl gerade die aus dem Web 2.0 bekannten sozio-technischen Ansätze neue Möglichkeiten der Bewertung ermöglichen, die eine Verbesserung zu klassischen, unausgewogenen Beurteilungsmechanismen darstellen. Ein entsprechender Ansatz wird in diesem Artikel konzeptionell dargelegt. Er soll der umfassenden und neuartigen Bewertung von Hard- und Soft-Skills durch das berufliche wie auch das private Umfeld dienen und dadurch das Erkennen individueller Stärken und Schwächen ermöglichen. Der Ansatz dient Identifizierung von Stärken und Schwächen durch Leistungsbewertung in sozialen Netzwerken, dabei können (berufliche) Stärken kommuniziert und Schwächen durch Weiterbildung behoben werden. Der Ansatz ist insbesondere für beruflich ausgerichtete Netzwerke von hohem Interesse.",Social Media; Web 2.0; Mitarbeiterbeurteilung,"['Domain specific modelling, E-government, Process building blocks, Process landscape, Public administration']",de
4482294,Utility vs. Efforts of Business Process Modeling – An Exploratory Survey in the Financial Sector,,,,en
4482367,From Strategy to the Business Process Framework,,,"['Business process management, Creativity, Creativity-intensive process, Grounded theory']",
4482434,Der Trend geht zur Lösung von der Stange. Standardisierte Warenwirtschaftssysteme als Ausgangspunkt für Unternehmens- und Informationsstrategien - Auswahlhilfen,,,"['BPM, Case study, Creativity, Theory']",
4482502,Business Process Management in Public Administrations - The PICTURE Approach,"Due to the changes in the structures of public administrations within the European Union, business process management has moved into the focus of public decision makers. Several projects with established modelling and reorganisation approaches from the private sector show (Fraser et al. 2003; Seltsikas and Palkovits 2006), that the specific legal, personnel, and political conditions rule out a careless adoption of these approaches for the public sector. Especially, the high amount of public services requires an efficient representation of the entire process landscape in order to measure the overall reorganisation potential. Focusing on isolated processes only leads to small local improvements (Raster 1994). In this paper the PICTURE-approach for an integrated business process management in public administrations is presented. The PICTURE-method allows for an efficient documentation of the entire process landscape in a public administration and a detailed analysis of the resulting process descriptions.",Business Process Management; E-Government; Information Modelling; Process; Building Blocks; Public Administration; Process Landscape,"['Change management, ERP implementation, Governance theory, IT consulting']",en
4482571,Usability of “Trusted Shops” - An Empirical Analysis of eCommerce Shops,,,,
4482637,Managing Creative Risks,"Business process management (BPM) has emerged as an important enabler for managing risks. Organizations use BPM techniques such as process modeling to create transparency and to identify process-related risks. Existent risk management frameworks distinguish between different types of risk, such as people, technical, and management risk. Our study suggests that creativity in business processes leads to a particular subset of risks which organizations respond to by applying specific strategies of risk avoidance and mitigation. These creative risks occur within business processes as different people come together to generate creative products. These people bring in different perceptions of creativity and aesthetics and solve creative tasks in different ways. Thus, business processes that involve creativity are characterized by a high variance both in process flow and process outcome which can lead to unwanted consequences. Based on interpretive case studies we introduce the concept of creative risk and explain what strategies organizations can apply to handle it.","['Business process management', 'Creativity', 'Risk', 'Risk management']",,
4482703,Auf die Daten kommt es an - Strukturierung als Voraussetzung für Integration,,,"['Public administration', ' IT-based boundary objects', ' Information exchange', ' Standardization']",de
4482771,"Konstruktionsbegleitende Kalkulation - Bedeutung, Organisation, Methoden und Daten",,,"['Information Retrieval', ' Business Process Management', ' Creativity', ' Creativity', ' intensive Process']",de
4482841,Objektorientierung - eine einheitliche Sichtweise für die Ablauf- und Aufbauorganisation sowie die Gestaltung von Informationssystemen,,,,de
4482912,Computer Integrated Manufacturing aus Sicht der Betriebswirtschaftslehre und der Wirtschaftsinformatik,,,"['Domain Specific Modelling', ' E-Government', ' Process Building Blocks', ' Public Administration', ' Process Landscape']",de
4482981,Internetentwicklung und Entwicklung im Internet,,,,
4483048,IT auf dem Prüfstand - Proceedings of the Handelsinformationssysteme 2003,,,"['Reference Modeling', ' Model Configuration', ' Model Adaptation', ' Configurative Reference Modeling', ' Adaptive Reference Modeling', ' Information Modeling']",
4483114,Developing a Business Process Modeling Language for the Banking Sector – A Design Science Approach,"The need to extensively analyze business processes for multiple purposes is currently of major relevance to banks. Automatically analyzing business process models not only in a syntactical but also in a semantic way becomes increasingly important in order to achieve additional value from modeling efforts. In this article, we introduce a domain-specific BPML which supports the economically efficient semantic analysis needs of banks. Hence, we develop a language using process building blocks for the specific application of IT-driven business process analysis in the banking sector. With a design science approach, we adapt a language from the public sector to the banking requirements and evaluate our findings with the help of a real-life case from the banking industry. © (2009) by the AIS/ICIS Administrative Office All rights reserved.","['Banking sector', 'Business process modeling language', 'Design science research', 'PICTURE']",,
4483181,Konfiguration kollaborativer Informationsmodelle,,,,
